name,in_sdl,funclike,header,usable,selected,stage,cause,also_contains,depends_on,unexpected,body,root_cause
SDL_PROP_RENDERER_CREATE_VULKAN_DEVICE_POINTER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.renderer.create.vulkan.device""",-
SDL_PROP_RENDERER_CREATE_VULKAN_GRAPHICS_QUEUE_FAMILY_INDEX_NUMBER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.renderer.create.vulkan.graphics_queue_family_index""",-
SDL_PROP_RENDERER_CREATE_VULKAN_INSTANCE_POINTER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.renderer.create.vulkan.instance""",-
SDL_PROP_RENDERER_CREATE_VULKAN_PHYSICAL_DEVICE_POINTER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.renderer.create.vulkan.physical_device""",-
SDL_PROP_RENDERER_CREATE_VULKAN_PRESENT_QUEUE_FAMILY_INDEX_NUMBER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.renderer.create.vulkan.present_queue_family_index""",-
SDL_PROP_RENDERER_CREATE_VULKAN_SURFACE_NUMBER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.renderer.create.vulkan.surface""",-
SDL_PROP_RENDERER_CREATE_WINDOW_POINTER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.renderer.create.window""",-
SDL_PROP_RENDERER_D3D11_DEVICE_POINTER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.renderer.d3d11.device""",-
SDL_PROP_RENDERER_D3D11_SWAPCHAIN_POINTER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.renderer.d3d11.swap_chain""",-
SDL_PROP_RENDERER_D3D12_COMMAND_QUEUE_POINTER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.renderer.d3d12.command_queue""",-
SDL_PROP_RENDERER_D3D12_DEVICE_POINTER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.renderer.d3d12.device""",-
SDL_PROP_RENDERER_D3D12_SWAPCHAIN_POINTER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.renderer.d3d12.swap_chain""",-
SDL_PROP_RENDERER_D3D9_DEVICE_POINTER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.renderer.d3d9.device""",-
SDL_PROP_RENDERER_GPU_DEVICE_POINTER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.renderer.gpu.device""",-
SDL_PROP_RENDERER_HDR_ENABLED_BOOLEAN,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.renderer.HDR_enabled""",-
SDL_PROP_RENDERER_HDR_HEADROOM_FLOAT,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.renderer.HDR_headroom""",-
SDL_PROP_RENDERER_MAX_TEXTURE_SIZE_NUMBER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.renderer.max_texture_size""",-
SDL_PROP_RENDERER_METAL_COMMAND_QUEUE_POINTER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.renderer.metal.command_queue""",-
SDL_PROP_RENDERER_METAL_DEVICE_POINTER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.renderer.metal.device""",-
SDL_PROP_RENDERER_NAME_STRING,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.renderer.name""",-
SDL_PROP_RENDERER_OUTPUT_COLORSPACE_NUMBER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.renderer.output_colorspace""",-
SDL_PROP_RENDERER_SDR_WHITE_POINT_FLOAT,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.renderer.SDR_white_point""",-
SDL_PROP_RENDERER_SURFACE_POINTER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.renderer.surface""",-
SDL_PROP_RENDERER_TEXTURE_FORMATS_POINTER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.renderer.texture_formats""",-
SDL_PROP_RENDERER_TEXTURE_WRAPPING_BOOLEAN,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.renderer.texture_wrapping""",-
SDL_PROP_RENDERER_VSYNC_NUMBER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.renderer.vsync""",-
SDL_PROP_RENDERER_VULKAN_DEVICE_POINTER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.renderer.vulkan.device""",-
SDL_PROP_RENDERER_VULKAN_GRAPHICS_QUEUE_FAMILY_INDEX_NUMBER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.renderer.vulkan.graphics_queue_family_index""",-
SDL_PROP_RENDERER_VULKAN_INSTANCE_POINTER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.renderer.vulkan.instance""",-
SDL_PROP_RENDERER_VULKAN_PHYSICAL_DEVICE_POINTER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.renderer.vulkan.physical_device""",-
SDL_PROP_RENDERER_VULKAN_PRESENT_QUEUE_FAMILY_INDEX_NUMBER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.renderer.vulkan.present_queue_family_index""",-
SDL_PROP_RENDERER_VULKAN_SURFACE_NUMBER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.renderer.vulkan.surface""",-
SDL_PROP_RENDERER_VULKAN_SWAPCHAIN_IMAGE_COUNT_NUMBER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.renderer.vulkan.swapchain_image_count""",-
SDL_PROP_RENDERER_WINDOW_POINTER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.renderer.window""",-
SDL_PROP_SURFACE_HDR_HEADROOM_FLOAT,yes,no,SDL_surface.h,yes,yes,bound,-,,,,"""SDL.surface.HDR_headroom""",-
SDL_PROP_SURFACE_HOTSPOT_X_NUMBER,yes,no,SDL_surface.h,yes,yes,bound,-,,,,"""SDL.surface.hotspot.x""",-
SDL_PROP_SURFACE_HOTSPOT_Y_NUMBER,yes,no,SDL_surface.h,yes,yes,bound,-,,,,"""SDL.surface.hotspot.y""",-
SDL_PROP_SURFACE_ROTATION_FLOAT,yes,no,SDL_surface.h,yes,yes,bound,-,,,,"""SDL.surface.rotation""",-
SDL_PROP_SURFACE_SDR_WHITE_POINT_FLOAT,yes,no,SDL_surface.h,yes,yes,bound,-,,,,"""SDL.surface.SDR_white_point""",-
SDL_PROP_SURFACE_TONEMAP_OPERATOR_STRING,yes,no,SDL_surface.h,yes,yes,bound,-,,,,"""SDL.surface.tonemap""",-
SDL_PROP_TEXTINPUT_ANDROID_INPUTTYPE_NUMBER,yes,no,SDL_keyboard.h,yes,yes,bound,-,,,,"""SDL.textinput.android.inputtype""",-
SDL_PROP_TEXTINPUT_AUTOCORRECT_BOOLEAN,yes,no,SDL_keyboard.h,yes,yes,bound,-,,,,"""SDL.textinput.autocorrect""",-
SDL_PROP_TEXTINPUT_CAPITALIZATION_NUMBER,yes,no,SDL_keyboard.h,yes,yes,bound,-,,,,"""SDL.textinput.capitalization""",-
SDL_PROP_TEXTINPUT_DEFAULT_TEXT_STRING,yes,no,SDL_keyboard.h,yes,yes,bound,-,,,,"""SDL.textinput.default_text""",-
SDL_PROP_TEXTINPUT_MAX_LENGTH_NUMBER,yes,no,SDL_keyboard.h,yes,yes,bound,-,,,,"""SDL.textinput.max_length""",-
SDL_PROP_TEXTINPUT_MULTILINE_BOOLEAN,yes,no,SDL_keyboard.h,yes,yes,bound,-,,,,"""SDL.textinput.multiline""",-
SDL_PROP_TEXTINPUT_PLACEHOLDER_STRING,yes,no,SDL_keyboard.h,yes,yes,bound,-,,,,"""SDL.textinput.placeholder""",-
SDL_PROP_TEXTINPUT_TITLE_STRING,yes,no,SDL_keyboard.h,yes,yes,bound,-,,,,"""SDL.textinput.title""",-
SDL_PROP_TEXTINPUT_TYPE_NUMBER,yes,no,SDL_keyboard.h,yes,yes,bound,-,,,,"""SDL.textinput.type""",-
SDL_PROP_TEXTURE_ACCESS_NUMBER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.texture.access""",-
SDL_PROP_TEXTURE_COLORSPACE_NUMBER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.texture.colorspace""",-
SDL_PROP_TEXTURE_CREATE_ACCESS_NUMBER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.texture.create.access""",-
SDL_PROP_TEXTURE_CREATE_COLORSPACE_NUMBER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.texture.create.colorspace""",-
SDL_PROP_TEXTURE_CREATE_D3D11_TEXTURE_POINTER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.texture.create.d3d11.texture""",-
SDL_PROP_TEXTURE_CREATE_D3D11_TEXTURE_U_POINTER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.texture.create.d3d11.texture_u""",-
SDL_PROP_TEXTURE_CREATE_D3D11_TEXTURE_V_POINTER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.texture.create.d3d11.texture_v""",-
SDL_PROP_TEXTURE_CREATE_D3D12_TEXTURE_POINTER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.texture.create.d3d12.texture""",-
SDL_PROP_TEXTURE_CREATE_D3D12_TEXTURE_U_POINTER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.texture.create.d3d12.texture_u""",-
SDL_PROP_TEXTURE_CREATE_D3D12_TEXTURE_V_POINTER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.texture.create.d3d12.texture_v""",-
SDL_PROP_TEXTURE_CREATE_FORMAT_NUMBER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.texture.create.format""",-
SDL_PROP_TEXTURE_CREATE_GPU_TEXTURE_POINTER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.texture.create.gpu.texture""",-
SDL_PROP_TEXTURE_CREATE_GPU_TEXTURE_UV_POINTER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.texture.create.gpu.texture_uv""",-
SDL_PROP_TEXTURE_CREATE_GPU_TEXTURE_U_POINTER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.texture.create.gpu.texture_u""",-
SDL_PROP_TEXTURE_CREATE_GPU_TEXTURE_V_POINTER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.texture.create.gpu.texture_v""",-
SDL_PROP_TEXTURE_CREATE_HDR_HEADROOM_FLOAT,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.texture.create.HDR_headroom""",-
SDL_PROP_TEXTURE_CREATE_HEIGHT_NUMBER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.texture.create.height""",-
SDL_PROP_TEXTURE_CREATE_METAL_PIXELBUFFER_POINTER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.texture.create.metal.pixelbuffer""",-
SDL_PROP_TEXTURE_CREATE_METAL_TEXTURE_POINTER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.texture.create.metal.texture""",-
SDL_PROP_TEXTURE_CREATE_METAL_TEXTURE_USAGE_NUMBER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.texture.create.metal.texture_usage""",-
SDL_PROP_TEXTURE_CREATE_METAL_TEXTURE_UV_POINTER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.texture.create.metal.texture_uv""",-
SDL_PROP_TEXTURE_CREATE_METAL_TEXTURE_U_POINTER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.texture.create.metal.texture_u""",-
SDL_PROP_TEXTURE_CREATE_METAL_TEXTURE_V_POINTER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.texture.create.metal.texture_v""",-
SDL_PROP_TEXTURE_CREATE_OPENGLES2_TEXTURE_NUMBER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.texture.create.opengles2.texture""",-
SDL_PROP_TEXTURE_CREATE_OPENGLES2_TEXTURE_UV_NUMBER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.texture.create.opengles2.texture_uv""",-
SDL_PROP_TEXTURE_CREATE_OPENGLES2_TEXTURE_U_NUMBER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.texture.create.opengles2.texture_u""",-
SDL_PROP_TEXTURE_CREATE_OPENGLES2_TEXTURE_V_NUMBER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.texture.create.opengles2.texture_v""",-
SDL_PROP_TEXTURE_CREATE_OPENGL_TEXTURE_NUMBER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.texture.create.opengl.texture""",-
SDL_PROP_TEXTURE_CREATE_OPENGL_TEXTURE_UV_NUMBER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.texture.create.opengl.texture_uv""",-
SDL_PROP_TEXTURE_CREATE_OPENGL_TEXTURE_U_NUMBER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.texture.create.opengl.texture_u""",-
SDL_PROP_TEXTURE_CREATE_OPENGL_TEXTURE_V_NUMBER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.texture.create.opengl.texture_v""",-
SDL_PROP_TEXTURE_CREATE_PALETTE_POINTER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.texture.create.palette""",-
SDL_PROP_TEXTURE_CREATE_SDR_WHITE_POINT_FLOAT,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.texture.create.SDR_white_point""",-
SDL_PROP_TEXTURE_CREATE_VULKAN_LAYOUT_NUMBER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.texture.create.vulkan.layout""",-
SDL_PROP_TEXTURE_CREATE_VULKAN_TEXTURE_NUMBER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.texture.create.vulkan.texture""",-
SDL_PROP_TEXTURE_CREATE_WIDTH_NUMBER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.texture.create.width""",-
SDL_PROP_TEXTURE_D3D11_TEXTURE_POINTER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.texture.d3d11.texture""",-
SDL_PROP_TEXTURE_D3D11_TEXTURE_U_POINTER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.texture.d3d11.texture_u""",-
SDL_PROP_TEXTURE_D3D11_TEXTURE_V_POINTER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.texture.d3d11.texture_v""",-
SDL_PROP_TEXTURE_D3D12_TEXTURE_POINTER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.texture.d3d12.texture""",-
SDL_PROP_TEXTURE_D3D12_TEXTURE_U_POINTER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.texture.d3d12.texture_u""",-
SDL_PROP_TEXTURE_D3D12_TEXTURE_V_POINTER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.texture.d3d12.texture_v""",-
SDL_PROP_TEXTURE_FORMAT_NUMBER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.texture.format""",-
SDL_PROP_TEXTURE_GPU_TEXTURE_POINTER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.texture.gpu.texture""",-
SDL_PROP_TEXTURE_GPU_TEXTURE_UV_POINTER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.texture.gpu.texture_uv""",-
SDL_PROP_TEXTURE_GPU_TEXTURE_U_POINTER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.texture.gpu.texture_u""",-
SDL_PROP_TEXTURE_GPU_TEXTURE_V_POINTER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.texture.gpu.texture_v""",-
SDL_PROP_TEXTURE_HDR_HEADROOM_FLOAT,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.texture.HDR_headroom""",-
SDL_PROP_TEXTURE_HEIGHT_NUMBER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.texture.height""",-
SDL_PROP_TEXTURE_METAL_TEXTURE_POINTER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.texture.metal.texture""",-
SDL_PROP_TEXTURE_METAL_TEXTURE_UV_POINTER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.texture.metal.texture_uv""",-
SDL_PROP_TEXTURE_METAL_TEXTURE_U_POINTER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.texture.metal.texture_u""",-
SDL_PROP_TEXTURE_METAL_TEXTURE_V_POINTER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.texture.metal.texture_v""",-
SDL_PROP_TEXTURE_OPENGLES2_TEXTURE_NUMBER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.texture.opengles2.texture""",-
SDL_PROP_TEXTURE_OPENGLES2_TEXTURE_TARGET_NUMBER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.texture.opengles2.target""",-
SDL_PROP_TEXTURE_OPENGLES2_TEXTURE_UV_NUMBER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.texture.opengles2.texture_uv""",-
SDL_PROP_TEXTURE_OPENGLES2_TEXTURE_U_NUMBER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.texture.opengles2.texture_u""",-
SDL_PROP_TEXTURE_OPENGLES2_TEXTURE_V_NUMBER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.texture.opengles2.texture_v""",-
SDL_PROP_TEXTURE_OPENGL_TEXTURE_NUMBER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.texture.opengl.texture""",-
SDL_PROP_TEXTURE_OPENGL_TEXTURE_TARGET_NUMBER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.texture.opengl.target""",-
SDL_PROP_TEXTURE_OPENGL_TEXTURE_UV_NUMBER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.texture.opengl.texture_uv""",-
SDL_PROP_TEXTURE_OPENGL_TEXTURE_U_NUMBER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.texture.opengl.texture_u""",-
SDL_PROP_TEXTURE_OPENGL_TEXTURE_V_NUMBER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.texture.opengl.texture_v""",-
SDL_PROP_TEXTURE_OPENGL_TEX_H_FLOAT,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.texture.opengl.tex_h""",-
SDL_PROP_TEXTURE_OPENGL_TEX_W_FLOAT,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.texture.opengl.tex_w""",-
SDL_PROP_TEXTURE_SDR_WHITE_POINT_FLOAT,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.texture.SDR_white_point""",-
SDL_PROP_TEXTURE_VULKAN_TEXTURE_NUMBER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.texture.vulkan.texture""",-
SDL_PROP_TEXTURE_WIDTH_NUMBER,yes,no,SDL_render.h,yes,yes,bound,-,,,,"""SDL.texture.width""",-
SDL_PROP_THREAD_CREATE_ENTRY_FUNCTION_POINTER,yes,no,SDL_thread.h,yes,yes,bound,-,,,,"""SDL.thread.create.entry_function""",-
SDL_PROP_THREAD_CREATE_NAME_STRING,yes,no,SDL_thread.h,yes,yes,bound,-,,,,"""SDL.thread.create.name""",-
SDL_PROP_THREAD_CREATE_STACKSIZE_NUMBER,yes,no,SDL_thread.h,yes,yes,bound,-,,,,"""SDL.thread.create.stacksize""",-
SDL_PROP_THREAD_CREATE_USERDATA_POINTER,yes,no,SDL_thread.h,yes,yes,bound,-,,,,"""SDL.thread.create.userdata""",-
SDL_PROP_TRAY_CREATE_ICON_POINTER,yes,no,SDL_tray.h,yes,yes,bound,-,,,,"""SDL.tray.create.icon""",-
SDL_PROP_TRAY_CREATE_LEFTCLICK_CALLBACK_POINTER,yes,no,SDL_tray.h,yes,yes,bound,-,,,,"""SDL.tray.create.leftclick_callback""",-
SDL_PROP_TRAY_CREATE_MIDDLECLICK_CALLBACK_POINTER,yes,no,SDL_tray.h,yes,yes,bound,-,,,,"""SDL.tray.create.middleclick_callback""",-
SDL_PROP_TRAY_CREATE_RIGHTCLICK_CALLBACK_POINTER,yes,no,SDL_tray.h,yes,yes,bound,-,,,,"""SDL.tray.create.rightclick_callback""",-
SDL_PROP_TRAY_CREATE_TOOLTIP_STRING,yes,no,SDL_tray.h,yes,yes,bound,-,,,,"""SDL.tray.create.tooltip""",-
SDL_PROP_TRAY_CREATE_USERDATA_POINTER,yes,no,SDL_tray.h,yes,yes,bound,-,,,,"""SDL.tray.create.userdata""",-
SDL_PROP_WINDOW_ANDROID_SURFACE_POINTER,yes,no,SDL_video.h,yes,yes,bound,-,,,,"""SDL.window.android.surface""",-
SDL_PROP_WINDOW_ANDROID_WINDOW_POINTER,yes,no,SDL_video.h,yes,yes,bound,-,,,,"""SDL.window.android.window""",-
SDL_PROP_WINDOW_COCOA_METAL_VIEW_TAG_NUMBER,yes,no,SDL_video.h,yes,yes,bound,-,,,,"""SDL.window.cocoa.metal_view_tag""",-
SDL_PROP_WINDOW_COCOA_WINDOW_POINTER,yes,no,SDL_video.h,yes,yes,bound,-,,,,"""SDL.window.cocoa.window""",-
SDL_PROP_WINDOW_CREATE_ALWAYS_ON_TOP_BOOLEAN,yes,no,SDL_video.h,yes,yes,bound,-,,,,"""SDL.window.create.always_on_top""",-
SDL_PROP_WINDOW_CREATE_BORDERLESS_BOOLEAN,yes,no,SDL_video.h,yes,yes,bound,-,,,,"""SDL.window.create.borderless""",-
SDL_PROP_WINDOW_CREATE_COCOA_VIEW_POINTER,yes,no,SDL_video.h,yes,yes,bound,-,,,,"""SDL.window.create.cocoa.view""",-
SDL_PROP_WINDOW_CREATE_COCOA_WINDOW_POINTER,yes,no,SDL_video.h,yes,yes,bound,-,,,,"""SDL.window.create.cocoa.window""",-
SDL_PROP_WINDOW_CREATE_CONSTRAIN_POPUP_BOOLEAN,yes,no,SDL_video.h,yes,yes,bound,-,,,,"""SDL.window.create.constrain_popup""",-
SDL_PROP_WINDOW_CREATE_EMSCRIPTEN_CANVAS_ID_STRING,yes,no,SDL_video.h,yes,yes,bound,-,,,,"""SDL.window.create.emscripten.canvas_id""",-
SDL_PROP_WINDOW_CREATE_EMSCRIPTEN_KEYBOARD_ELEMENT_STRING,yes,no,SDL_video.h,yes,yes,bound,-,,,,"""SDL.window.create.emscripten.keyboard_element""",-
SDL_PROP_WINDOW_CREATE_EXTERNAL_GRAPHICS_CONTEXT_BOOLEAN,yes,no,SDL_video.h,yes,yes,bound,-,,,,"""SDL.window.create.external_graphics_context""",-
SDL_PROP_WINDOW_CREATE_FLAGS_NUMBER,yes,no,SDL_video.h,yes,yes,bound,-,,,,"""SDL.window.create.flags""",-
SDL_PROP_WINDOW_CREATE_FOCUSABLE_BOOLEAN,yes,no,SDL_video.h,yes,yes,bound,-,,,,"""SDL.window.create.focusable""",-
SDL_PROP_WINDOW_CREATE_FULLSCREEN_BOOLEAN,yes,no,SDL_video.h,yes,yes,bound,-,,,,"""SDL.window.create.fullscreen""",-
SDL_PROP_WINDOW_CREATE_HEIGHT_NUMBER,yes,no,SDL_video.h,yes,yes,bound,-,,,,"""SDL.window.create.height""",-
SDL_PROP_WINDOW_CREATE_HIDDEN_BOOLEAN,yes,no,SDL_video.h,yes,yes,bound,-,,,,"""SDL.window.create.hidden""",-
SDL_PROP_WINDOW_CREATE_HIGH_PIXEL_DENSITY_BOOLEAN,yes,no,SDL_video.h,yes,yes,bound,-,,,,"""SDL.window.create.high_pixel_density""",-
SDL_PROP_WINDOW_CREATE_MAXIMIZED_BOOLEAN,yes,no,SDL_video.h,yes,yes,bound,-,,,,"""SDL.window.create.maximized""",-
SDL_PROP_WINDOW_CREATE_MENU_BOOLEAN,yes,no,SDL_video.h,yes,yes,bound,-,,,,"""SDL.window.create.menu""",-
SDL_PROP_WINDOW_CREATE_METAL_BOOLEAN,yes,no,SDL_video.h,yes,yes,bound,-,,,,"""SDL.window.create.metal""",-
SDL_PROP_WINDOW_CREATE_MINIMIZED_BOOLEAN,yes,no,SDL_video.h,yes,yes,bound,-,,,,"""SDL.window.create.minimized""",-
SDL_PROP_WINDOW_CREATE_MODAL_BOOLEAN,yes,no,SDL_video.h,yes,yes,bound,-,,,,"""SDL.window.create.modal""",-
SDL_PROP_WINDOW_CREATE_MOUSE_GRABBED_BOOLEAN,yes,no,SDL_video.h,yes,yes,bound,-,,,,"""SDL.window.create.mouse_grabbed""",-
SDL_PROP_WINDOW_CREATE_OPENGL_BOOLEAN,yes,no,SDL_video.h,yes,yes,bound,-,,,,"""SDL.window.create.opengl""",-
SDL_PROP_WINDOW_CREATE_PARENT_POINTER,yes,no,SDL_video.h,yes,yes,bound,-,,,,"""SDL.window.create.parent""",-
SDL_PROP_WINDOW_CREATE_RESIZABLE_BOOLEAN,yes,no,SDL_video.h,yes,yes,bound,-,,,,"""SDL.window.create.resizable""",-
SDL_PROP_WINDOW_CREATE_TITLE_STRING,yes,no,SDL_video.h,yes,yes,bound,-,,,,"""SDL.window.create.title""",-
SDL_PROP_WINDOW_CREATE_TOOLTIP_BOOLEAN,yes,no,SDL_video.h,yes,yes,bound,-,,,,"""SDL.window.create.tooltip""",-
SDL_PROP_WINDOW_CREATE_TRANSPARENT_BOOLEAN,yes,no,SDL_video.h,yes,yes,bound,-,,,,"""SDL.window.create.transparent""",-
SDL_PROP_WINDOW_CREATE_UTILITY_BOOLEAN,yes,no,SDL_video.h,yes,yes,bound,-,,,,"""SDL.window.create.utility""",-
SDL_PROP_WINDOW_CREATE_VISIONOS_SETTINGS_STRING,yes,no,SDL_video.h,yes,yes,bound,-,,,,"""SDL.window.create.visionos.settings""",-
SDL_PROP_WINDOW_CREATE_VULKAN_BOOLEAN,yes,no,SDL_video.h,yes,yes,bound,-,,,,"""SDL.window.create.vulkan""",-
SDL_PROP_WINDOW_CREATE_WAYLAND_CREATE_EGL_WINDOW_BOOLEAN,yes,no,SDL_video.h,yes,yes,bound,-,,,,"""SDL.window.create.wayland.create_egl_window""",-
SDL_PROP_WINDOW_CREATE_WAYLAND_SURFACE_ROLE_CUSTOM_BOOLEAN,yes,no,SDL_video.h,yes,yes,bound,-,,,,"""SDL.window.create.wayland.surface_role_custom""",-
SDL_PROP_WINDOW_CREATE_WAYLAND_WINDOW_ID_STRING,yes,no,SDL_video.h,yes,yes,bound,-,,,,"""SDL.window.create.wayland.window_id""",-
SDL_PROP_WINDOW_CREATE_WAYLAND_WL_SURFACE_POINTER,yes,no,SDL_video.h,yes,yes,bound,-,,,,"""SDL.window.create.wayland.wl_surface""",-
SDL_PROP_WINDOW_CREATE_WIDTH_NUMBER,yes,no,SDL_video.h,yes,yes,bound,-,,,,"""SDL.window.create.width""",-
SDL_PROP_WINDOW_CREATE_WIN32_HWND_POINTER,yes,no,SDL_video.h,yes,yes,bound,-,,,,"""SDL.window.create.win32.hwnd""",-
SDL_PROP_WINDOW_CREATE_WIN32_PIXEL_FORMAT_HWND_POINTER,yes,no,SDL_video.h,yes,yes,bound,-,,,,"""SDL.window.create.win32.pixel_format_hwnd""",-
SDL_PROP_WINDOW_CREATE_WINDOWSCENE_POINTER,yes,no,SDL_video.h,yes,yes,bound,-,,,,"""SDL.window.create.uikit.windowscene""",-
